Index,Age,Overall,Weak Foot,Position,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
10975,30,64,2.0,ST,55.0,62.0,69.0,55.0,57.0,55.0,50.0,21.0,32.0,56.0,87.0,87.0,72.0,55.0,62.0,67.0,88.0,48.0,68.0,58.0,58.0,20.0,60.0,50.0,46.0,60.0,19.0,14.0,12.0,14.0,12.0,15.0,13.0,15.0
10992,24,64,3.0,ST,53.0,60.0,59.0,61.0,54.0,71.0,51.0,40.0,43.0,65.0,90.0,90.0,88.0,57.0,79.0,60.0,75.0,74.0,62.0,49.0,59.0,19.0,61.0,48.0,63.0,60.0,36.0,22.0,33.0,10.0,13.0,13.0,7.0,10.0
10997,20,64,3.0,ST,32.0,64.0,62.0,52.0,46.0,65.0,40.0,31.0,33.0,66.0,84.0,88.0,78.0,59.0,68.0,61.0,64.0,69.0,56.0,50.0,34.0,17.0,59.0,53.0,62.0,64.0,31.0,17.0,15.0,11.0,14.0,9.0,8.0,8.0
11005,20,64,3.0,ST,30.0,64.0,62.0,53.0,57.0,52.0,50.0,42.0,50.0,56.0,63.0,71.0,67.0,66.0,59.0,68.0,65.0,70.0,80.0,49.0,58.0,20.0,67.0,40.0,62.0,60.0,22.0,19.0,17.0,15.0,6.0,13.0,8.0,7.0
11006,25,64,3.0,LS,57.0,60.0,62.0,59.0,59.0,60.0,46.0,27.0,44.0,63.0,76.0,76.0,78.0,60.0,73.0,62.0,81.0,61.0,68.0,58.0,39.0,44.0,61.0,47.0,48.0,57.0,52.0,19.0,16.0,8.0,11.0,15.0,12.0,16.0
11010,32,64,3.0,RS,40.0,68.0,71.0,61.0,60.0,47.0,45.0,35.0,50.0,62.0,38.0,53.0,48.0,60.0,56.0,66.0,93.0,82.0,87.0,59.0,76.0,47.0,67.0,60.0,62.0,65.0,33.0,19.0,15.0,12.0,14.0,13.0,16.0,13.0
11022,21,64,3.0,ST,49.0,69.0,67.0,60.0,59.0,52.0,54.0,39.0,52.0,53.0,65.0,65.0,66.0,57.0,42.0,66.0,74.0,61.0,71.0,58.0,37.0,38.0,68.0,40.0,70.0,53.0,32.0,30.0,30.0,9.0,5.0,9.0,8.0,7.0
11025,24,64,3.0,ST,39.0,68.0,67.0,63.0,54.0,55.0,50.0,39.0,41.0,58.0,42.0,52.0,33.0,59.0,61.0,70.0,63.0,58.0,88.0,64.0,44.0,42.0,62.0,56.0,62.0,61.0,28.0,16.0,19.0,10.0,11.0,16.0,10.0,10.0
11028,19,64,3.0,ST,33.0,67.0,64.0,52.0,54.0,56.0,40.0,28.0,31.0,62.0,68.0,64.0,64.0,52.0,59.0,67.0,66.0,68.0,80.0,53.0,59.0,18.0,67.0,49.0,58.0,58.0,22.0,26.0,23.0,10.0,8.0,7.0,13.0,15.0
11029,21,64,3.0,ST,43.0,65.0,55.0,52.0,59.0,63.0,49.0,44.0,35.0,64.0,76.0,79.0,70.0,58.0,68.0,68.0,71.0,74.0,67.0,58.0,42.0,16.0,61.0,50.0,57.0,48.0,14.0,18.0,15.0,6.0,9.0,13.0,8.0,10.0
11035,36,64,4.0,ST,47.0,64.0,71.0,62.0,59.0,59.0,49.0,63.0,43.0,57.0,61.0,64.0,51.0,58.0,59.0,62.0,69.0,67.0,80.0,61.0,43.0,15.0,60.0,52.0,69.0,48.0,25.0,32.0,13.0,8.0,8.0,11.0,12.0,8.0
11042,32,64,3.0,ST,31.0,64.0,72.0,57.0,56.0,51.0,55.0,52.0,42.0,60.0,44.0,58.0,35.0,63.0,32.0,70.0,34.0,62.0,90.0,53.0,66.0,29.0,64.0,46.0,76.0,68.0,21.0,43.0,23.0,15.0,15.0,13.0,11.0,13.0
11043,28,64,3.0,LS,28.0,63.0,64.0,54.0,54.0,57.0,37.0,32.0,32.0,65.0,75.0,77.0,68.0,61.0,60.0,57.0,75.0,67.0,70.0,56.0,62.0,16.0,64.0,51.0,66.0,54.0,34.0,40.0,35.0,8.0,7.0,6.0,6.0,9.0
11046,22,64,4.0,ST,32.0,64.0,65.0,49.0,48.0,62.0,37.0,32.0,29.0,58.0,69.0,73.0,69.0,54.0,69.0,70.0,76.0,69.0,73.0,52.0,37.0,18.0,66.0,47.0,67.0,47.0,14.0,19.0,21.0,9.0,16.0,16.0,9.0,12.0
11053,25,64,3.0,ST,72.0,65.0,56.0,65.0,45.0,64.0,43.0,34.0,54.0,63.0,82.0,82.0,83.0,54.0,70.0,65.0,66.0,71.0,57.0,67.0,61.0,11.0,59.0,58.0,59.0,52.0,45.0,38.0,39.0,13.0,15.0,14.0,12.0,13.0
11055,32,64,3.0,ST,42.0,62.0,57.0,56.0,65.0,60.0,42.0,41.0,49.0,61.0,71.0,68.0,75.0,61.0,77.0,61.0,73.0,82.0,74.0,60.0,57.0,33.0,70.0,57.0,64.0,67.0,34.0,24.0,17.0,8.0,7.0,13.0,15.0,14.0
11059,27,64,3.0,ST,22.0,68.0,68.0,46.0,60.0,48.0,51.0,32.0,23.0,59.0,53.0,54.0,55.0,55.0,50.0,66.0,53.0,58.0,87.0,59.0,55.0,20.0,68.0,44.0,63.0,58.0,32.0,22.0,16.0,7.0,5.0,10.0,11.0,14.0
11067,27,64,3.0,RS,45.0,64.0,66.0,57.0,52.0,60.0,45.0,48.0,42.0,61.0,70.0,71.0,70.0,67.0,66.0,65.0,77.0,64.0,58.0,52.0,41.0,34.0,65.0,50.0,57.0,54.0,30.0,32.0,25.0,11.0,7.0,13.0,16.0,12.0
11084,26,64,4.0,ST,61.0,63.0,60.0,50.0,65.0,68.0,54.0,51.0,40.0,61.0,79.0,84.0,65.0,57.0,44.0,72.0,53.0,70.0,86.0,57.0,56.0,35.0,61.0,62.0,45.0,55.0,38.0,19.0,15.0,13.0,13.0,9.0,6.0,11.0
11098,26,64,4.0,ST,46.0,66.0,79.0,55.0,56.0,55.0,55.0,33.0,53.0,48.0,66.0,62.0,72.0,56.0,45.0,62.0,79.0,72.0,81.0,46.0,53.0,40.0,65.0,52.0,37.0,49.0,17.0,40.0,41.0,12.0,13.0,10.0,10.0,11.0
11109,29,64,3.0,ST,55.0,66.0,64.0,59.0,58.0,61.0,43.0,36.0,40.0,58.0,68.0,69.0,57.0,63.0,59.0,63.0,69.0,60.0,68.0,61.0,79.0,13.0,62.0,50.0,69.0,59.0,26.0,15.0,22.0,13.0,12.0,9.0,13.0,15.0
11110,21,64,3.0,ST,36.0,65.0,67.0,50.0,44.0,52.0,30.0,31.0,35.0,56.0,69.0,76.0,50.0,62.0,49.0,71.0,63.0,65.0,81.0,49.0,63.0,32.0,63.0,55.0,61.0,51.0,35.0,32.0,26.0,12.0,12.0,7.0,7.0,8.0
11111,17,64,3.0,ST,49.0,63.0,64.0,61.0,58.0,64.0,49.0,59.0,50.0,64.0,66.0,68.0,60.0,57.0,59.0,64.0,60.0,59.0,65.0,62.0,40.0,15.0,59.0,59.0,62.0,64.0,19.0,25.0,22.0,11.0,9.0,14.0,6.0,14.0
11129,28,64,4.0,ST,33.0,60.0,62.0,53.0,54.0,61.0,56.0,33.0,31.0,59.0,86.0,84.0,83.0,59.0,68.0,64.0,84.0,70.0,70.0,59.0,65.0,20.0,65.0,45.0,63.0,60.0,29.0,12.0,13.0,12.0,14.0,12.0,12.0,13.0
11130,21,64,3.0,CF,64.0,67.0,55.0,62.0,58.0,68.0,59.0,42.0,55.0,61.0,77.0,75.0,66.0,58.0,66.0,72.0,69.0,66.0,69.0,58.0,44.0,19.0,65.0,48.0,62.0,65.0,22.0,14.0,17.0,7.0,7.0,10.0,12.0,14.0
11135,26,64,3.0,RS,54.0,61.0,63.0,59.0,50.0,63.0,30.0,31.0,45.0,60.0,75.0,79.0,87.0,57.0,56.0,64.0,69.0,75.0,79.0,59.0,45.0,19.0,59.0,39.0,55.0,60.0,35.0,25.0,26.0,9.0,10.0,12.0,11.0,13.0
11145,23,64,3.0,ST,56.0,64.0,39.0,58.0,53.0,66.0,61.0,49.0,54.0,62.0,77.0,76.0,74.0,63.0,78.0,58.0,66.0,65.0,43.0,55.0,38.0,26.0,61.0,59.0,56.0,63.0,21.0,27.0,21.0,8.0,7.0,8.0,13.0,14.0
11146,21,64,3.0,ST,45.0,70.0,68.0,48.0,47.0,59.0,44.0,42.0,42.0,60.0,75.0,77.0,56.0,60.0,68.0,62.0,69.0,59.0,61.0,59.0,41.0,18.0,58.0,46.0,67.0,60.0,17.0,15.0,15.0,15.0,9.0,9.0,13.0,12.0
11152,19,64,3.0,ST,36.0,69.0,62.0,56.0,58.0,58.0,46.0,29.0,47.0,61.0,76.0,78.0,73.0,62.0,67.0,54.0,59.0,58.0,63.0,51.0,32.0,11.0,63.0,56.0,61.0,57.0,19.0,13.0,15.0,6.0,14.0,11.0,10.0,10.0
11156,24,64,4.0,RS,45.0,64.0,57.0,49.0,60.0,59.0,51.0,35.0,31.0,58.0,86.0,93.0,79.0,55.0,79.0,70.0,75.0,76.0,76.0,50.0,39.0,19.0,57.0,46.0,57.0,53.0,29.0,19.0,18.0,13.0,12.0,10.0,14.0,15.0
11159,20,64,3.0,ST,32.0,67.0,63.0,54.0,54.0,57.0,47.0,40.0,39.0,62.0,55.0,63.0,65.0,63.0,65.0,63.0,66.0,59.0,68.0,59.0,33.0,19.0,65.0,49.0,52.0,51.0,20.0,23.0,17.0,7.0,12.0,8.0,12.0,12.0
11160,25,64,3.0,ST,41.0,64.0,75.0,59.0,54.0,53.0,54.0,36.0,54.0,59.0,46.0,54.0,52.0,62.0,53.0,67.0,69.0,74.0,76.0,58.0,70.0,23.0,65.0,50.0,62.0,64.0,25.0,34.0,28.0,14.0,6.0,15.0,8.0,14.0
11162,24,64,2.0,ST,25.0,65.0,53.0,64.0,55.0,67.0,42.0,32.0,43.0,65.0,81.0,79.0,79.0,60.0,77.0,65.0,61.0,75.0,57.0,57.0,36.0,18.0,61.0,58.0,63.0,63.0,30.0,17.0,19.0,6.0,7.0,7.0,9.0,15.0
11171,26,64,3.0,ST,49.0,68.0,62.0,59.0,59.0,65.0,48.0,42.0,40.0,65.0,69.0,71.0,70.0,43.0,76.0,67.0,71.0,64.0,67.0,60.0,40.0,24.0,59.0,53.0,65.0,60.0,19.0,20.0,17.0,14.0,11.0,12.0,11.0,14.0
11175,26,64,4.0,ST,27.0,65.0,67.0,54.0,54.0,58.0,38.0,32.0,27.0,64.0,60.0,55.0,59.0,54.0,56.0,68.0,67.0,63.0,79.0,59.0,26.0,15.0,61.0,43.0,60.0,51.0,30.0,13.0,18.0,14.0,8.0,12.0,15.0,15.0
11188,21,64,3.0,ST,48.0,65.0,52.0,56.0,58.0,64.0,61.0,35.0,54.0,64.0,66.0,61.0,74.0,62.0,57.0,70.0,56.0,74.0,78.0,68.0,41.0,33.0,59.0,54.0,69.0,51.0,31.0,21.0,19.0,14.0,12.0,11.0,12.0,7.0
11190,26,64,4.0,ST,43.0,70.0,68.0,49.0,61.0,51.0,55.0,40.0,34.0,57.0,58.0,69.0,65.0,57.0,58.0,65.0,75.0,69.0,73.0,62.0,51.0,22.0,67.0,38.0,59.0,55.0,25.0,18.0,10.0,12.0,6.0,16.0,6.0,12.0
11193,23,64,2.0,ST,32.0,64.0,62.0,50.0,64.0,68.0,54.0,41.0,39.0,63.0,61.0,64.0,75.0,60.0,78.0,70.0,71.0,67.0,65.0,64.0,30.0,17.0,60.0,57.0,65.0,57.0,19.0,20.0,20.0,12.0,7.0,13.0,8.0,11.0
11200,29,64,3.0,ST,36.0,65.0,60.0,61.0,62.0,62.0,58.0,29.0,57.0,60.0,72.0,69.0,68.0,61.0,67.0,67.0,76.0,68.0,67.0,56.0,33.0,31.0,62.0,52.0,60.0,46.0,33.0,11.0,15.0,10.0,15.0,14.0,15.0,15.0
11201,25,64,3.0,ST,45.0,63.0,58.0,51.0,40.0,60.0,37.0,31.0,46.0,60.0,81.0,85.0,63.0,65.0,84.0,64.0,54.0,75.0,74.0,51.0,52.0,14.0,63.0,46.0,60.0,65.0,32.0,18.0,17.0,12.0,8.0,13.0,14.0,16.0
11207,20,64,3.0,ST,51.0,62.0,61.0,49.0,58.0,64.0,52.0,38.0,45.0,61.0,87.0,86.0,83.0,49.0,92.0,67.0,91.0,60.0,79.0,58.0,69.0,38.0,58.0,46.0,52.0,53.0,30.0,35.0,32.0,12.0,8.0,13.0,13.0,6.0
11212,21,64,3.0,CF,56.0,62.0,34.0,57.0,50.0,67.0,48.0,41.0,50.0,63.0,91.0,91.0,82.0,58.0,88.0,67.0,41.0,65.0,43.0,54.0,35.0,28.0,61.0,58.0,48.0,53.0,41.0,32.0,24.0,9.0,6.0,11.0,8.0,9.0
11216,37,64,3.0,ST,48.0,68.0,69.0,57.0,62.0,51.0,43.0,48.0,43.0,61.0,38.0,34.0,60.0,66.0,59.0,70.0,66.0,33.0,77.0,58.0,73.0,26.0,69.0,58.0,70.0,56.0,22.0,21.0,22.0,7.0,10.0,8.0,10.0,16.0
11223,30,64,5.0,ST,28.0,67.0,60.0,41.0,52.0,62.0,31.0,31.0,33.0,60.0,65.0,73.0,63.0,52.0,44.0,61.0,68.0,67.0,75.0,60.0,34.0,13.0,76.0,43.0,61.0,57.0,25.0,16.0,19.0,5.0,12.0,7.0,15.0,9.0
11228,25,64,1.0,ST,47.0,60.0,57.0,58.0,58.0,65.0,44.0,30.0,46.0,63.0,74.0,80.0,81.0,64.0,76.0,62.0,68.0,62.0,60.0,59.0,34.0,12.0,65.0,53.0,59.0,58.0,20.0,20.0,18.0,7.0,14.0,6.0,8.0,9.0
11233,26,64,3.0,ST,53.0,59.0,64.0,57.0,54.0,66.0,54.0,41.0,44.0,63.0,81.0,81.0,76.0,57.0,62.0,70.0,81.0,75.0,63.0,55.0,88.0,49.0,58.0,57.0,70.0,55.0,30.0,39.0,36.0,12.0,9.0,11.0,7.0,10.0
11236,23,64,4.0,ST,41.0,57.0,59.0,51.0,53.0,64.0,52.0,32.0,32.0,62.0,83.0,86.0,71.0,65.0,61.0,71.0,63.0,68.0,77.0,61.0,61.0,17.0,57.0,55.0,52.0,51.0,42.0,32.0,28.0,11.0,15.0,9.0,9.0,14.0
11245,26,64,3.0,ST,31.0,62.0,70.0,61.0,53.0,54.0,41.0,39.0,43.0,61.0,67.0,69.0,68.0,58.0,77.0,65.0,78.0,79.0,83.0,55.0,74.0,26.0,63.0,48.0,66.0,60.0,33.0,25.0,22.0,6.0,10.0,12.0,10.0,13.0
11265,22,64,3.0,ST,51.0,65.0,55.0,60.0,58.0,69.0,47.0,32.0,57.0,66.0,78.0,77.0,79.0,57.0,74.0,55.0,73.0,70.0,68.0,62.0,55.0,30.0,64.0,65.0,48.0,63.0,34.0,39.0,35.0,12.0,9.0,14.0,8.0,15.0
11273,20,64,3.0,ST,38.0,67.0,63.0,58.0,54.0,58.0,45.0,42.0,41.0,59.0,63.0,61.0,58.0,56.0,63.0,64.0,69.0,60.0,69.0,60.0,57.0,26.0,67.0,45.0,60.0,54.0,19.0,24.0,17.0,15.0,11.0,8.0,6.0,8.0
11281,19,64,3.0,ST,40.0,69.0,65.0,53.0,51.0,63.0,43.0,43.0,36.0,67.0,54.0,53.0,64.0,59.0,64.0,65.0,65.0,48.0,66.0,60.0,37.0,16.0,63.0,45.0,65.0,56.0,15.0,19.0,19.0,14.0,10.0,15.0,7.0,11.0
11286,23,64,3.0,ST,45.0,61.0,59.0,61.0,45.0,60.0,49.0,54.0,46.0,61.0,70.0,65.0,71.0,66.0,73.0,64.0,69.0,57.0,81.0,58.0,59.0,22.0,64.0,58.0,58.0,48.0,31.0,17.0,17.0,6.0,14.0,13.0,10.0,12.0
11291,33,64,3.0,ST,48.0,61.0,62.0,53.0,72.0,56.0,61.0,49.0,35.0,59.0,53.0,56.0,48.0,69.0,66.0,65.0,73.0,43.0,85.0,56.0,59.0,41.0,73.0,53.0,67.0,78.0,19.0,39.0,28.0,9.0,12.0,5.0,12.0,7.0
11296,23,64,4.0,ST,39.0,62.0,56.0,63.0,61.0,68.0,60.0,34.0,34.0,70.0,85.0,79.0,69.0,60.0,70.0,58.0,78.0,46.0,79.0,52.0,34.0,15.0,54.0,57.0,48.0,54.0,18.0,15.0,16.0,8.0,7.0,7.0,12.0,12.0
11304,21,64,2.0,RS,54.0,63.0,44.0,57.0,51.0,65.0,54.0,55.0,49.0,64.0,84.0,78.0,87.0,55.0,85.0,65.0,84.0,69.0,51.0,61.0,49.0,43.0,62.0,52.0,63.0,56.0,40.0,43.0,41.0,15.0,15.0,14.0,10.0,9.0
11309,27,64,3.0,ST,29.0,65.0,57.0,51.0,59.0,63.0,41.0,37.0,26.0,59.0,82.0,79.0,70.0,57.0,66.0,73.0,71.0,48.0,56.0,54.0,60.0,14.0,61.0,47.0,61.0,54.0,22.0,17.0,12.0,10.0,8.0,14.0,8.0,6.0
11315,23,64,2.0,RS,32.0,68.0,55.0,54.0,42.0,60.0,43.0,35.0,35.0,64.0,75.0,76.0,64.0,60.0,61.0,60.0,62.0,54.0,75.0,61.0,29.0,11.0,64.0,48.0,61.0,50.0,29.0,21.0,15.0,11.0,8.0,10.0,6.0,9.0
11328,27,64,2.0,ST,45.0,63.0,49.0,55.0,58.0,66.0,66.0,69.0,41.0,59.0,91.0,91.0,90.0,62.0,71.0,64.0,42.0,60.0,51.0,65.0,29.0,31.0,60.0,56.0,61.0,48.0,21.0,23.0,20.0,14.0,13.0,11.0,9.0,9.0
11329,21,64,3.0,ST,36.0,61.0,58.0,54.0,53.0,68.0,33.0,26.0,39.0,64.0,77.0,74.0,72.0,60.0,59.0,65.0,66.0,56.0,73.0,56.0,42.0,12.0,64.0,47.0,65.0,50.0,19.0,16.0,19.0,8.0,5.0,6.0,15.0,14.0
11336,28,64,3.0,ST,34.0,64.0,67.0,59.0,54.0,62.0,42.0,44.0,57.0,60.0,53.0,63.0,45.0,62.0,30.0,63.0,54.0,52.0,76.0,46.0,48.0,33.0,65.0,63.0,53.0,60.0,45.0,45.0,17.0,7.0,10.0,14.0,13.0,9.0
11358,22,64,3.0,ST,32.0,74.0,65.0,47.0,61.0,57.0,47.0,40.0,42.0,57.0,55.0,57.0,57.0,55.0,54.0,64.0,66.0,55.0,62.0,70.0,32.0,12.0,68.0,45.0,69.0,50.0,50.0,20.0,25.0,10.0,12.0,11.0,11.0,12.0
11359,30,64,3.0,ST,44.0,62.0,60.0,55.0,54.0,60.0,50.0,50.0,46.0,58.0,85.0,86.0,77.0,58.0,67.0,62.0,61.0,67.0,55.0,60.0,42.0,27.0,65.0,45.0,60.0,58.0,15.0,13.0,19.0,12.0,13.0,7.0,14.0,10.0
11360,26,64,3.0,ST,34.0,64.0,60.0,51.0,52.0,62.0,33.0,32.0,30.0,68.0,54.0,58.0,65.0,62.0,55.0,63.0,60.0,49.0,74.0,60.0,29.0,14.0,65.0,48.0,58.0,56.0,49.0,10.0,11.0,8.0,8.0,10.0,7.0,5.0
11367,21,64,3.0,ST,47.0,67.0,55.0,56.0,48.0,69.0,40.0,34.0,36.0,66.0,81.0,79.0,84.0,57.0,69.0,59.0,59.0,67.0,56.0,59.0,29.0,14.0,60.0,48.0,69.0,47.0,13.0,13.0,22.0,7.0,13.0,9.0,14.0,10.0
11369,24,64,3.0,ST,33.0,65.0,74.0,44.0,59.0,48.0,36.0,27.0,25.0,66.0,42.0,54.0,47.0,55.0,50.0,70.0,70.0,56.0,88.0,67.0,53.0,18.0,68.0,38.0,71.0,49.0,52.0,11.0,16.0,15.0,12.0,11.0,6.0,10.0
11387,20,64,3.0,CF,49.0,65.0,55.0,57.0,49.0,67.0,45.0,31.0,48.0,66.0,70.0,72.0,59.0,63.0,72.0,58.0,69.0,65.0,56.0,52.0,53.0,46.0,64.0,63.0,53.0,62.0,48.0,42.0,35.0,12.0,12.0,9.0,15.0,13.0
11393,20,64,2.0,ST,47.0,65.0,55.0,64.0,54.0,65.0,36.0,32.0,59.0,67.0,79.0,83.0,73.0,42.0,71.0,66.0,63.0,64.0,64.0,50.0,55.0,16.0,60.0,68.0,49.0,67.0,29.0,12.0,16.0,8.0,13.0,8.0,6.0,14.0
11394,24,64,3.0,RS,58.0,65.0,50.0,59.0,65.0,61.0,58.0,39.0,53.0,57.0,87.0,84.0,76.0,59.0,81.0,66.0,70.0,72.0,58.0,58.0,44.0,24.0,62.0,60.0,51.0,53.0,28.0,23.0,26.0,11.0,11.0,12.0,11.0,15.0
11395,23,64,3.0,CF,34.0,63.0,66.0,55.0,57.0,67.0,60.0,46.0,35.0,65.0,75.0,78.0,76.0,65.0,72.0,64.0,72.0,60.0,68.0,56.0,54.0,12.0,68.0,45.0,55.0,50.0,19.0,14.0,13.0,5.0,11.0,8.0,11.0,10.0
11402,27,64,3.0,ST,61.0,65.0,63.0,55.0,57.0,62.0,53.0,44.0,39.0,57.0,72.0,64.0,73.0,60.0,79.0,71.0,81.0,53.0,78.0,54.0,74.0,32.0,62.0,49.0,58.0,63.0,33.0,41.0,35.0,10.0,11.0,10.0,15.0,9.0
11411,29,64,3.0,ST,40.0,67.0,67.0,58.0,58.0,57.0,53.0,41.0,40.0,63.0,69.0,67.0,69.0,62.0,62.0,62.0,74.0,64.0,68.0,54.0,59.0,26.0,62.0,55.0,68.0,56.0,25.0,19.0,18.0,9.0,11.0,10.0,9.0,13.0
11427,31,64,3.0,ST,46.0,60.0,67.0,53.0,56.0,54.0,48.0,35.0,41.0,57.0,68.0,69.0,67.0,62.0,75.0,72.0,91.0,83.0,88.0,56.0,78.0,31.0,63.0,65.0,59.0,61.0,43.0,50.0,25.0,8.0,13.0,14.0,9.0,13.0
11431,21,64,3.0,ST,60.0,66.0,65.0,58.0,58.0,63.0,35.0,46.0,32.0,61.0,67.0,63.0,54.0,59.0,64.0,63.0,63.0,47.0,66.0,62.0,32.0,11.0,59.0,46.0,59.0,48.0,29.0,19.0,17.0,12.0,7.0,13.0,11.0,9.0
11435,20,64,3.0,CF,46.0,66.0,58.0,59.0,66.0,67.0,56.0,46.0,51.0,68.0,86.0,85.0,82.0,53.0,71.0,65.0,75.0,60.0,56.0,63.0,37.0,18.0,58.0,52.0,65.0,58.0,15.0,23.0,21.0,14.0,12.0,15.0,11.0,13.0
11448,28,64,3.0,ST,43.0,63.0,59.0,56.0,63.0,59.0,52.0,47.0,49.0,61.0,73.0,69.0,70.0,68.0,62.0,65.0,71.0,82.0,67.0,58.0,56.0,29.0,63.0,52.0,67.0,59.0,32.0,32.0,26.0,13.0,16.0,14.0,6.0,9.0
11453,30,64,3.0,ST,56.0,68.0,58.0,60.0,64.0,62.0,60.0,57.0,47.0,64.0,68.0,61.0,71.0,60.0,73.0,62.0,71.0,85.0,63.0,63.0,53.0,23.0,64.0,57.0,66.0,60.0,39.0,12.0,15.0,14.0,12.0,16.0,15.0,14.0
11457,16,64,3.0,ST,52.0,65.0,56.0,55.0,66.0,62.0,57.0,43.0,47.0,63.0,85.0,84.0,76.0,62.0,60.0,61.0,60.0,53.0,59.0,57.0,36.0,21.0,62.0,56.0,58.0,63.0,27.0,21.0,19.0,5.0,13.0,6.0,15.0,14.0
11462,26,64,4.0,ST,72.0,64.0,51.0,62.0,71.0,75.0,66.0,65.0,51.0,71.0,84.0,71.0,91.0,61.0,91.0,59.0,52.0,61.0,39.0,61.0,31.0,31.0,62.0,64.0,64.0,66.0,17.0,32.0,31.0,9.0,16.0,15.0,8.0,8.0
11468,19,64,3.0,CF,46.0,64.0,40.0,64.0,41.0,71.0,42.0,39.0,61.0,68.0,73.0,75.0,76.0,60.0,71.0,64.0,69.0,67.0,59.0,59.0,57.0,48.0,59.0,57.0,40.0,48.0,48.0,44.0,44.0,8.0,7.0,10.0,7.0,11.0
11486,23,64,3.0,ST,48.0,61.0,59.0,61.0,58.0,63.0,56.0,40.0,51.0,65.0,74.0,73.0,72.0,61.0,82.0,65.0,72.0,58.0,58.0,62.0,46.0,24.0,63.0,54.0,61.0,60.0,18.0,31.0,21.0,10.0,13.0,6.0,12.0,9.0
11497,28,64,2.0,ST,23.0,64.0,79.0,53.0,62.0,47.0,59.0,41.0,36.0,50.0,54.0,50.0,44.0,67.0,35.0,65.0,56.0,57.0,90.0,45.0,68.0,26.0,72.0,45.0,59.0,73.0,32.0,15.0,17.0,10.0,15.0,13.0,9.0,7.0
11502,30,64,3.0,ST,57.0,74.0,57.0,49.0,63.0,66.0,50.0,60.0,43.0,69.0,63.0,55.0,60.0,69.0,74.0,55.0,65.0,69.0,48.0,71.0,51.0,21.0,62.0,63.0,57.0,60.0,14.0,31.0,33.0,17.0,12.0,16.0,18.0,18.0
11507,21,64,3.0,ST,49.0,62.0,53.0,59.0,59.0,71.0,54.0,31.0,32.0,64.0,84.0,82.0,78.0,58.0,73.0,64.0,67.0,55.0,57.0,58.0,60.0,26.0,60.0,53.0,60.0,61.0,32.0,33.0,21.0,13.0,12.0,11.0,8.0,16.0
11533,25,64,3.0,ST,30.0,65.0,47.0,55.0,49.0,67.0,56.0,30.0,42.0,63.0,73.0,75.0,77.0,61.0,72.0,72.0,64.0,64.0,58.0,52.0,42.0,20.0,65.0,60.0,66.0,47.0,19.0,16.0,12.0,7.0,15.0,13.0,6.0,14.0
11534,27,64,4.0,ST,55.0,62.0,46.0,52.0,55.0,69.0,59.0,59.0,50.0,70.0,85.0,90.0,83.0,60.0,76.0,63.0,75.0,67.0,59.0,61.0,52.0,33.0,60.0,47.0,63.0,56.0,38.0,32.0,31.0,10.0,13.0,13.0,12.0,9.0
11543,31,64,3.0,ST,45.0,63.0,71.0,53.0,64.0,57.0,60.0,68.0,41.0,56.0,53.0,54.0,65.0,54.0,65.0,70.0,73.0,84.0,89.0,62.0,53.0,18.0,64.0,57.0,61.0,66.0,23.0,31.0,28.0,13.0,14.0,11.0,9.0,16.0
11547,23,64,3.0,ST,35.0,67.0,64.0,57.0,56.0,62.0,42.0,37.0,34.0,60.0,76.0,74.0,70.0,52.0,69.0,62.0,88.0,69.0,65.0,55.0,36.0,16.0,64.0,52.0,68.0,48.0,16.0,11.0,11.0,7.0,8.0,13.0,14.0,9.0
11549,31,64,3.0,ST,39.0,59.0,72.0,55.0,55.0,63.0,50.0,47.0,33.0,60.0,48.0,52.0,48.0,60.0,56.0,74.0,70.0,68.0,82.0,63.0,55.0,16.0,60.0,43.0,50.0,53.0,12.0,23.0,13.0,8.0,14.0,9.0,7.0,12.0
11576,18,64,4.0,ST,48.0,62.0,62.0,58.0,54.0,57.0,54.0,54.0,42.0,60.0,79.0,78.0,69.0,61.0,67.0,62.0,74.0,63.0,74.0,61.0,58.0,28.0,62.0,56.0,73.0,58.0,31.0,31.0,24.0,6.0,13.0,13.0,12.0,14.0
11578,24,64,3.0,ST,54.0,64.0,57.0,46.0,56.0,67.0,53.0,32.0,36.0,63.0,78.0,77.0,66.0,65.0,55.0,58.0,53.0,53.0,75.0,61.0,32.0,12.0,63.0,50.0,57.0,57.0,17.0,11.0,11.0,5.0,14.0,7.0,10.0,15.0
11582,30,64,3.0,ST,33.0,63.0,72.0,47.0,56.0,59.0,45.0,47.0,38.0,57.0,49.0,54.0,53.0,56.0,51.0,70.0,60.0,62.0,84.0,60.0,70.0,22.0,66.0,51.0,62.0,65.0,24.0,21.0,19.0,14.0,14.0,15.0,13.0,19.0
